Dates,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
15/07/2024,Goa,53.5,49,46.5,97,191.5,152.5,136,97.5,44,57.5,220,161.5,145,148.5,116.5,98,60.5,329,24.5,45,45,72.5
15/07/2024,Gujarat,39.83,39.33,41.5,90.17,173.17,132.17,120.5,97.33,43,62.33,173.8,145.6,127.6,125.4,126.2,105,53.4,254.5,14.33,35.33,39.83,63
15/07/2024,Haryana,37.33,29,32,86.33,169.33,118.67,114,81.67,44.33,61.33,199.33,135.67,115.33,117.33,127.67,93.67,51.33,241,23.33,33,41,60.33
15/07/2024,Himachal Pradesh,41,22,33.58,91.17,173.08,134.92,116.33,91,47.17,52.75,218.75,167,139.17,130.8,140.5,112,49.92,271.42,27.67,35.33,50.5,65.75
15/07/2024,Jammu and Kashmir,46.14,30.6,37.29,94.71,167,126.43,121.57,100.57,49.71,51.29,,148.57,133,127.71,138.4,122.5,53.43,315.86,27.57,35.71,46.86,75
15/07/2024,Jharkhand,39,31.44,35,86.67,163.06,121.17,113.44,84.11,45.71,59.25,179.77,139.94,124.28,126.53,148.47,105.24,51.65,280.82,24.76,34.22,41,57.5
15/07/2024,Karnataka,60.13,43.25,47.22,94.47,171.41,140.94,126.5,106.5,42.94,51.69,179.84,162.03,120.69,135.55,120.41,97.31,52.59,283.94,20.09,40.56,42.5,52.97
15/07/2024,Kerala,49.92,45.62,47.77,106,190.33,149.85,137.25,116.58,43.77,53.77,227.29,166.29,146.08,129,118.38,100.67,60.92,234.77,15.31,50.46,44.08,63.15
15/07/2024,Madhya Pradesh,40.24,29.62,33.89,88.33,169.27,122.29,115.11,90.53,43.49,57.96,191.27,138.56,119.69,112.42,136.25,108.05,50.36,254.13,18.71,36.2,41.51,75
15/07/2024,Maharashtra,52,39.32,43.26,93.63,177.84,135.63,126.74,96.68,43.16,59.95,183.68,160,130.05,112.84,123.05,102.25,55.63,303.95,23.84,43.05,41.95,72.79
15/07/2024,Manipur,50,45,40,95,180,125,140,95,55,,,150,150,145,,140,85,220,25,40,50,40
15/07/2024,Meghalaya,46.3,38.8,37.1,97,171.33,135.4,123.1,90,49.6,73.7,,134.7,139.75,124.8,174,101.5,86.86,375.6,21.1,38.3,52.6,84.1
15/07/2024,Mizoram,48,42.4,46.3,106.8,157.14,125.63,127.78,100.36,50.91,77.91,159.5,185.55,170.8,126.91,190.25,130.83,124,478.56,29.18,43.73,54.45,84.73
15/07/2024,Nagaland,42.8,43.29,50.4,104.45,159.3,136.43,123,99.87,51.87,73.62,,136.64,158.75,147.71,162.67,160,84.11,334.38,18.21,37.33,57.33,83.67
15/07/2024,Odisha,38.92,37.15,40.16,84.12,165.23,121.27,112.31,82.73,44.64,52.58,172.71,142.08,114.36,128.09,116.73,95.35,51.28,280,25.84,32.65,41.27,57
15/07/2024,Puducherry,67,47,40,93,183,139,121,92,48,48,199,146,142,,119,103,48,298,26,55,51,46
15/07/2024,Punjab,39.93,25.67,31.67,92.13,170.6,129.53,119.8,99.13,44.33,61.2,200.5,128.47,122,116.93,133.85,102.27,54.27,280.87,26.33,30.73,45.87,70.67
15/07/2024,Rajasthan,40.86,29.76,33.48,81.55,166.48,118.76,106.59,90.17,42.9,52.65,182.38,148.65,122.69,133.77,152.09,116,45.24,300.3,20.69,31.5,40.43,55.71
15/07/2024,Sikkim,51.2,37.4,37.8,90,150,116.75,126.4,101,51,63.4,,162,130.6,128.25,163.25,,65.2,381.6,19.8,39.6,59,98
15/07/2024,Tamil Nadu,61.55,46.1,55.12,94.94,181.12,144.03,124.15,94.24,43.97,47.39,206.09,173.84,126.88,,114.55,94.15,56.55,286.5,24.36,50.48,45.79,60.21
15/07/2024,Telangana,54.8,42.2,45.1,81.33,166.6,129.5,119.3,92.3,41.3,64.8,160.8,164.7,121.4,149.5,115.7,97.7,54.7,302.7,19.9,38.2,44,52.7
15/07/2024,Tripura,37.33,,38.33,89.67,155.33,128.33,113.33,102.67,49,72.33,,133.67,122.67,117,142.67,98.33,67.33,207,10,36.67,47.67,70.67
15/07/2024,Uttar Pradesh,39.43,26.78,32.64,85.8,166.73,122.97,115.67,93.83,43.83,63.01,190.84,142.11,127.44,129.51,150.64,110.42,51.17,239.65,26.85,33.92,45.04,75.79
15/07/2024,Uttarakhand,37.25,26.75,33.25,86.75,156.75,123,123.25,105.5,43.5,61.25,155.5,137.75,130.5,131,147,117.5,56.75,264,28,43.5,51.5,78.75
15/07/2024,West Bengal,44.57,30.4,38.13,85.83,163.3,128.78,130.09,108.57,46.3,55.17,193.82,133.3,115.57,114.26,127.22,100,52.61,274.26,22.43,33.09,43.87,73.48
16/07/2024,Andaman and Nicobar,50.33,,68.33,101,183.33,159.67,140,101.67,54.33,73,232.5,169.67,166,,129.33,113.33,77.33,308.33,21,61.67,64.33,114.33
16/07/2024,Andhra Pradesh,51.8,43,47.2,88.4,165,136.4,124.8,99.4,42.8,58.8,164.6,163.4,108.4,146.33,112.6,90.6,57.8,274.6,20.8,37.2,43.8,56.6
16/07/2024,Arunachal pradesh,46,,44.33,100.67,156,126.67,124.33,100.67,53.33,76,143.5,180,163.5,138.33,181,,76,298.5,18.33,39,50.67,92.33
16/07/2024,Assam,41.88,33.27,36.96,89.08,167.83,112.52,117.5,92.83,47.63,72.35,214.8,150.13,136.16,134.17,142.84,114,60.58,250,13.83,34.42,45.67,73.82
16/07/2024,Bihar,38.03,27.47,33.26,83.24,159.11,122.21,114.97,80.37,44.79,56.29,188.87,138.79,124.34,127.37,156.77,105.1,47.97,280.24,23.56,32.53,40.05,69.19
16/07/2024,Chandigarh,43,30,35,88,167,127,119,94,44,60,190,140,125,123,124,100,55,265,28,39,50,68
16/07/2024,Chhattisgarh,43.38,38.13,39,90.25,168.25,117.88,113.5,91,43.88,60.5,201.5,150.13,124.38,122.75,132.88,109.38,51,252.88,22.88,38,41.88,52.63
16/07/2024,Delhi,40,30,32,90,178,147,128,90,45,56,207,150,128,130,141,104,61,245,26,40,53,83
16/07/2024,DNH and DD,52,42,49,96.33,177.67,150.33,133,96.67,43.67,65.67,205,168,144,145.67,134.67,114.33,62.33,359.33,27.33,37.33,45.33,81
16/07/2024,Goa,53.5,49,46.5,97,,152.5,136,97.5,43.5,56,221.5,164,148,150,119,98.5,58,315,25,45,45,72.5
16/07/2024,Gujarat,40,39.5,41.67,90,173,132.17,120.33,96.83,43.17,62.33,175,147,128.5,124.33,125,103.33,53.5,254.5,14.33,35.5,39.83,67.67
16/07/2024,Haryana,38,30,32.75,89.25,163,114,114.25,85.75,43.75,61.5,189.25,135.5,117,118,132.25,95.25,51.5,228.5,24.25,33.25,41.75,58.25
16/07/2024,Himachal Pradesh,41,22,33.5,90.92,173,134.67,116,90.67,47.08,52.75,218.75,167.5,139.42,131,140.5,115.5,49.83,271.5,27.67,34.75,50.42,68.58
16/07/2024,Jammu and Kashmir,47.83,30.75,37.5,94.5,173.75,128.17,121.83,100.67,49.83,51.83,,149.5,132.33,126.83,136.5,116.67,54.5,310.17,27.5,35.83,49,82.17
16/07/2024,Jharkhand,39.16,31.33,35.32,84.06,163.63,121.63,113.79,84.26,45.72,59.24,179.85,140.37,124.16,126.72,147.19,105.22,52.11,278.22,24.94,34.05,41.16,57.89
16/07/2024,Karnataka,59.58,43.25,47.28,90.07,167.82,141.03,126.72,106.56,42.77,51.77,178.81,161.72,120.38,135.39,120.25,97.16,52.71,283.87,20.1,40.75,42.84,53
16/07/2024,Madhya Pradesh,39.98,29.66,34,87.98,169.7,122.26,114.49,90.64,43.38,57.79,189.98,138.28,119.72,111.89,135,106.35,50.47,252.79,18.96,35.85,40.81,75.26
16/07/2024,Maharashtra,52.05,39.37,43.32,93.74,177,135.74,126.74,96.74,43.11,60,183.68,160,129.89,112.74,123.11,102.44,55.79,303.95,23.84,43,41.32,73.32
16/07/2024,Manipur,50,45,40,95,180,125,135,95,55,,,150,150,145,,140,85,220,25,40,50,45
16/07/2024,Meghalaya,46.3,38.8,37.2,96.5,175,133.4,123.1,90,49.5,73.7,,132.56,139.75,124.8,174,101.5,86.86,375.6,21.1,38.3,52.6,79.9
16/07/2024,Mizoram,48,42.4,46.3,106.9,159.71,125.71,128.33,100.64,50.91,78.09,159.5,187.6,178.5,127.18,190.25,130.83,124,478.7,29.18,43.73,54.64,84.73
16/07/2024,Nagaland,43.27,41.86,49.6,101.27,163.3,131.43,121.57,99.47,51.87,74.23,200,135.43,167,147.71,172.5,162.5,83.7,323.08,18,39.13,56.67,84.67
16/07/2024,Odisha,38.74,37.29,40.23,83.67,164.26,120.85,112.26,82.63,44.58,52.72,182,142.33,114.77,127.82,116.63,95.22,51.27,284.76,25.81,32.7,41.19,58.26
16/07/2024,Puducherry,67,47,40,97,186,142,121,92,48,48,199,146,142,,119,103,52,298,26,55,51,46
16/07/2024,Punjab,39.29,25.64,31.5,92,169.64,130.43,119.43,97.86,44.29,60.86,199.15,129.21,121.14,116.07,131.5,99.7,53.93,280.43,26.21,30.79,45.79,73.5
16/07/2024,Rajasthan,40.96,29.46,33.32,79.59,166.04,117.43,106.21,90.18,42.89,52.92,183.68,150.12,123.44,134.92,153.19,116,44.64,303.08,21.2,31.93,40.44,56.19
16/07/2024,Sikkim,51.75,38,38.5,89.5,164,140,125,100.5,51.25,63,,164,130.75,127,163.25,,66.5,376.25,19.75,40.75,58.75,97.5
16/07/2024,Tamil Nadu,61.56,45.5,55.28,95.16,181,143.66,123.81,94.31,44.03,47.03,204.56,174.93,127,,114.56,94.13,56.66,290.13,24.34,49.53,46.13,67.44
16/07/2024,Telangana,54.8,42.2,45.1,81.33,166.5,129.5,119.5,92.4,41.3,64.8,161.5,164.7,121.4,149.5,115.3,97.6,54.7,302.7,20,38.2,44,53.9
16/07/2024,Tripura,38,,38.75,89.67,155.33,128.33,113.75,105.75,49,71.5,,136.5,122.67,116,139.75,100,71,217.75,10.5,37.5,48.25,78
16/07/2024,Uttar Pradesh,39.52,26.77,32.67,85.77,166.69,122.77,115.88,93.77,43.77,62.92,190.59,142.17,127.41,129.45,150.42,110.35,51.17,239.67,26.84,33.93,44.28,76.83
16/07/2024,Uttarakhand,37,27.33,33,87,163,124,122.67,107.33,44,60.33,150,136.67,130.33,133.33,152.33,147,57.33,279,28,38.33,50,75.67
16/07/2024,West Bengal,45.05,30.6,38.27,86.64,164.32,129.91,129.64,108.64,46.55,55.82,195.4,134.23,114.82,113.86,127.14,99.25,53.09,275.27,22.23,33,42.68,73.95
17/07/2024,Andaman and Nicobar,50.33,,68.33,101,183.33,159.67,140,101.67,54.33,73,232.5,169.67,166,,129.33,113.33,77.33,308.33,21,61.67,64.33,114.33
17/07/2024,Andhra Pradesh,52.2,43,47.2,87.6,171.75,136.4,124.8,99.4,42.8,58.8,164.6,163.4,108.4,146.33,112.6,90.6,57.8,274.6,20.8,37.2,43.8,57.6
17/07/2024,Arunachal pradesh,46.5,45,44.75,102.5,162,128,125,104.75,53.33,76,143.5,180,165,135.67,179,,76,285,18.33,40,51,90.33
17/07/2024,Assam,42.77,33.5,36.65,88.96,167.36,113.5,117.38,93.08,47.58,72.32,214.4,150.12,136.25,136.69,146.19,114,60.27,254.54,13.62,33.77,46.08,71.83
17/07/2024,Bihar,38.13,27.5,33.34,83.05,159.55,122.11,114.89,80.26,44.71,56.26,188.87,139.13,124.55,127.37,156.73,104.93,48.03,279.65,23.56,31.74,40.21,68.78
17/07/2024,Chandigarh,44,31,35,88,167,127,118,93,45,60,189,141,126,123,123,100,56,280,28,37,45,70
17/07/2024,Chhattisgarh,42.89,37.78,39.78,86.75,165.13,116.44,112,91.78,43.89,59.33,200.78,151.22,121.78,123.44,133.22,108.44,49.89,263.78,23,38.89,42.56,51.78
17/07/2024,Delhi,40,30,32,90,178,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,55,87
17/07/2024,DNH and DD,52,41.67,49,96.33,172.67,148,132.67,96.67,43.67,65.67,205,168,143.67,145.67,134.67,114.33,62.67,360,27.33,37.33,46.33,82
17/07/2024,Goa,53.5,49,46.5,97,,152.5,136,97.5,44,56,220,161.5,145,148.5,116.5,98,60.5,315,25.5,45,45,75
17/07/2024,Gujarat,41.5,39,41.5,87.83,169.17,133,118.83,97.5,43.14,61.71,175,144.83,129.83,126.17,126,104.17,53.29,252.43,16.29,36.29,40.71,73.71
17/07/2024,Haryana,38.25,30,32.75,89.25,162.5,114,114.25,85.75,43.75,61.5,189.25,135.25,116.75,118,132.25,95.25,51.5,228.5,24.25,33,42,63
17/07/2024,Himachal Pradesh,41.08,22,33.5,90.92,173.92,134.67,116,90.67,47,52.75,218.75,167.5,139.42,131,140.5,115.5,49.83,271.5,27.67,34.75,50.42,68.67
17/07/2024,Jammu and Kashmir,47.67,30.75,37.5,93.67,173.75,128.17,121.83,100.67,49.83,51.83,,149.5,132.33,126.83,136.5,116.67,54.5,310.5,27.5,35.83,49,83.17
17/07/2024,Jharkhand,39.21,31.28,35.21,83.94,163.63,121.58,113.79,84.32,45.72,59.29,179.23,140.53,124.42,126.83,147.19,105.06,52.5,279,24.94,34.53,41.58,58.58
17/07/2024,Karnataka,59.69,43.31,47.22,89.64,167.93,139.61,125.35,104.48,42.91,51.81,179.75,161.94,120.66,135.52,120.25,97.06,52.74,283.81,20.1,40.91,43.03,54.44
17/07/2024,Kerala,50.5,45.29,47.21,100.42,179,150.15,136.15,101.5,43.79,54.21,226.86,164.88,145.07,129,118.21,100.46,61.43,231.36,15.14,50.36,44.29,66.29
17/07/2024,Madhya Pradesh,39.81,29.48,33.81,87.68,170.32,121.67,114.73,90.71,43.4,58.06,189.75,138.33,120.52,111.75,134.62,106.42,50.33,253.94,18.88,36.38,40.71,77.64
17/07/2024,Maharashtra,52,39.32,43.42,93.89,176.95,135.63,126.74,96.63,43.16,60,183.63,160.67,129.89,112.84,123.37,102.31,55.84,304.26,23.84,43.05,40.84,73.95
17/07/2024,Manipur,50,45,40,95,180,125,135,95,55,,,150,150,145,,140,85,220,25,40,50,45
17/07/2024,Meghalaya,46.3,38.8,37.2,96.5,175.83,133.4,123.1,90,49.4,73.7,,136.1,139.75,124.8,174,101.5,86.86,375.4,21.1,37.9,52.6,79.9
17/07/2024,Mizoram,48,42.4,46.3,106.9,160.14,125.71,128.33,100.36,50.91,78.09,159.5,185.73,165.8,127.18,190.25,130.83,124,478.7,29.18,43.73,54.64,84.73
17/07/2024,Nagaland,43.19,42.88,49.56,96.64,162.45,126.43,122.87,98.63,52.06,74.08,200,135.75,166.4,146.2,193.33,162.5,82.2,322.36,18.2,38.44,57,81.88
17/07/2024,Odisha,38.74,37.29,40.23,83.67,163.89,120.81,112.19,82.63,44.58,52.72,185,142.33,114.69,127.55,116.59,95.22,51.23,284.76,25.81,32.74,41.26,58.59
17/07/2024,Puducherry,67,47,40,97,,142,121,92,48,48,199,146,142,,119,103,52,298,26,55,51,50
17/07/2024,Punjab,39.73,25.8,31.53,92.8,165.33,129.13,120.2,98.93,44.2,61.27,197.29,128.6,120.53,116.27,132.86,100.82,53.4,283.07,26.27,30.47,45.33,81.87
17/07/2024,Rajasthan,40.96,29.46,33.32,79.59,165.38,117.36,106.21,90.18,42.86,52.88,183.6,150.04,123.36,134.88,153.05,115.8,44.68,303.08,21.16,31.89,39.78,56.41
17/07/2024,Sikkim,51.2,37,37.8,90,170,130.67,126.4,100.4,50.4,63.4,,165,130.6,128.25,159,,65.2,406.6,19.8,39.6,59,98
17/07/2024,Tamil Nadu,61.59,45.53,55.34,95.25,179.6,143.69,123.88,92.11,44.06,47.03,204.59,175.07,127.09,,114.59,94.16,56.69,290.13,24.38,49.78,46.25,69.19
17/07/2024,Telangana,54.8,42.2,45.1,81.33,166.5,129.5,119.5,92.4,41.3,64.8,161.5,164.7,121.4,149.5,115.3,97.6,54.7,302.7,20,38.2,44,53.9
17/07/2024,Tripura,38,,38.75,89.67,155.33,128.33,113.75,105.75,49,71.5,,136.5,122.67,116,139.75,100,71,217.75,10.5,37.5,48.25,77.5
17/07/2024,Uttar Pradesh,39.45,26.77,32.65,85.59,166.76,122.67,115.72,93.69,43.77,62.95,190.57,142.23,127.45,129.47,150.18,110.43,51.21,239.79,26.89,33.92,43.61,76.68
17/07/2024,Uttarakhand,37,27.33,33,87,163,124,122.67,107.33,44,60.33,150,136.67,130.33,133.33,152.33,147,57.33,279,28,38.33,50.67,76
17/07/2024,West Bengal,45.23,30.5,38.32,85.95,163.82,127,121.12,108.55,46.59,55.82,195.7,134.36,114.41,114,127.18,99.2,53,275.68,22.23,33.09,43.14,76.55
18/07/2024,Andaman and Nicobar,50.67,,68,102,184,159.67,139,101.67,55,73,233.5,169.67,166,,130,112.33,76.67,308.33,21,61.67,65.33,114
18/07/2024,Andhra Pradesh,53.2,43,47.2,87.6,173.2,136.4,124.8,99.4,43,59,165,162.8,108.4,146.33,112.8,91,57.8,278,21.2,38.6,44.2,61.8
18/07/2024,Arunachal pradesh,46.5,45,44.5,102.5,168,127.75,125,104.5,53.33,77,143.5,163.67,153.67,139.67,184.33,,73.33,300,19.33,39.33,51,86.67
18/07/2024,Assam,43.21,33.21,36.61,88.43,167.73,114.58,116.71,92.75,47.29,71.96,209,150.75,136.09,136.63,146.82,115.05,59.89,252.54,13.43,33.96,46.82,70.69
18/07/2024,Bihar,38.05,27.46,33.35,82.81,159.46,122.43,114.62,80.22,44.76,56.27,188.87,139.3,124.76,127.19,156.28,104.38,48.24,275.43,23.43,31.73,40.11,69.67
18/07/2024,Chandigarh,45,31,36,88,168,128,119,94,45,60,189,142,127,123,123,101,56,280,28,37,45,71
18/07/2024,Chhattisgarh,42.29,38,40,84,165.5,115.14,111.57,91.29,44.33,60.67,200.8,152.6,125.8,129.17,142.17,102,49.14,266,22.5,40.14,42.57,53.86
18/07/2024,Delhi,40,30,32,90,178,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,57,90
18/07/2024,DNH and DD,52,42.33,49,98,174.33,150.67,134.33,96.67,43.67,65.67,205,168.67,143.67,145.67,134.67,114.33,62.67,360,27.33,36.67,46.33,82.67
18/07/2024,Goa,53.5,49,46.5,97,193,152.5,136,97.5,44,55.5,220,161.5,145,148.5,116.5,98,60.5,320,25.5,45,45,75
18/07/2024,Gujarat,41.63,38.75,41,87.75,168.88,132.63,120.5,99.13,43.13,61.63,176.88,147,130,126.38,124.63,102.5,54,260.75,16.38,38.25,41.13,81.13
18/07/2024,Haryana,38.5,30.25,33,87.25,162.5,115.25,114.5,85.75,43.75,61.5,189.75,137.5,117.25,120.25,129.75,96.25,51.75,228.5,24.25,33.75,38.25,65.75
18/07/2024,Himachal Pradesh,41.08,22,33.42,90.75,174.83,134.67,116,90.58,46.83,52.75,218.75,167.58,139.5,131,140.75,115.5,49.83,271.17,27.67,35.5,50.08,70.25
18/07/2024,Jammu and Kashmir,49.6,32.33,38.2,93.4,176,130.4,122.2,99.2,48.8,52.6,,150.6,131.8,125.6,138,109,55.4,311.2,27.4,37.4,49.2,85.8
18/07/2024,Jharkhand,39.24,31.41,35.29,84.75,162.88,121.35,113.76,84.59,45.94,59.13,176.33,140.59,124.71,127.06,148.5,105.35,51.5,272.56,24.63,34.53,41.65,61.24
18/07/2024,Karnataka,59.42,43.19,46.68,91.03,168.39,137.75,124.31,104.37,42.81,51.94,178.9,161.48,120.77,135.35,120.42,96.52,52.42,281.65,19.9,40.97,42.9,56
18/07/2024,Kerala,50.57,45.57,47.14,100.17,184.75,145.56,131.33,104.36,43.77,54.21,220.17,163.67,142.92,129,117.79,100.54,61.77,231.21,15.07,50.14,44.57,69.14
18/07/2024,Madhya Pradesh,39.71,29.73,33.79,87.49,170.26,121.67,114.67,90.42,43.35,58.08,189.52,138.42,120.27,111.63,132.98,106.58,50.44,252.68,18.96,36.29,40.73,80.21
18/07/2024,Maharashtra,51.95,39.26,43.21,93.79,177.05,135.53,126.79,96.42,43.16,60,183.47,160.39,130.05,112.79,123.26,102.31,55.89,304.47,23.84,43.11,41.05,76.11
18/07/2024,Manipur,50,45,40,95,180,125,135,95,55,,,150,150,145,,140,80,220,25,40,50,43
18/07/2024,Meghalaya,46.3,38.8,37.2,96.67,177,133.4,123.3,90,49.4,73.7,,136.1,139.75,125.2,156,101.5,86.86,375.4,21.1,37.9,52.3,79.3
18/07/2024,Mizoram,48,42.4,46.3,106.9,161,131.88,128.33,100.64,50.91,78.09,159.5,185.73,165.8,127.18,190.25,130.83,124,478.7,29.18,43.73,54.64,84.73
18/07/2024,Nagaland,43.19,42.88,49.88,99.33,163.91,128.14,124,98.44,52.06,73.71,200,135.69,165.4,145.5,191.67,162.5,81.7,322.5,18.07,38.75,56.56,80.94
18/07/2024,Odisha,38.82,37.29,40.11,84,163.43,120.71,111.96,82.5,44.56,52.73,185.33,142.68,115.41,128.36,116.61,95.25,51.3,279.95,25.78,32.43,41.04,63.11
18/07/2024,Puducherry,67,47,40,97,186,142,121,92,49,48,199,146,142,,119,103,55,298,26,58,53,55
18/07/2024,Punjab,39.87,25.73,31.8,92.33,165.73,128.87,119,97.6,44.27,61.27,197.43,129.93,120.13,115.87,132.93,101.18,53.87,284.33,26.33,31.07,45.27,85.6
18/07/2024,Rajasthan,41.45,29.59,33.31,80.24,164.5,118.76,106.41,89.64,42.82,52.72,185.73,145.52,122.96,132.5,153.62,115,44.79,300.85,20.67,31.64,40.04,56.48
18/07/2024,Sikkim,49,37.25,38.25,88.75,,121,125.5,98.75,50.5,64.25,,158,121.5,131.5,144.67,,65,395,20.5,39.5,58.75,97.5
18/07/2024,Tamil Nadu,61.88,45.4,55.25,95.56,181.31,143.69,123.84,91.71,43.97,47.34,204.97,174,126.75,,114.44,94.03,56.88,286.65,24.16,50.72,46.19,69.03
18/07/2024,Telangana,55,42.1,45.1,81.89,165.3,129.4,119,92.2,41.2,65.1,161.7,165.2,120.44,149.5,116.1,97.6,54.7,302.7,20,38.5,43.5,56.1
18/07/2024,Tripura,37.33,,38.33,89.67,155.33,128.33,113.33,102.67,49,72.33,,133.67,122.67,117,142.67,98.33,67.33,207,10,36.67,47.67,70
18/07/2024,Uttar Pradesh,39.45,26.82,32.71,85.44,166.84,121.53,115.52,93.69,43.83,62.96,190.42,142.03,127.35,129.08,149.8,110.34,51.27,239.83,26.91,34,43.39,77.21
18/07/2024,Uttarakhand,37,27.33,33,87,166,124,123,107,44,60.33,150.33,136.33,130.67,133.33,152.33,147,57,279,27.67,38,50,75.33
18/07/2024,West Bengal,44.7,30.4,38.22,86.09,164.3,126.95,120.94,108.43,46.26,55.13,195.73,133.7,115.26,113.83,127.43,99.43,52.96,273.61,22.43,32.04,43.3,78.39
19/07/2024,Andaman and Nicobar,50.5,,68.5,102.5,188,156.5,137,99.5,52,72,205,169,174.5,,120.5,110,71.5,320,20.5,60,70,119
19/07/2024,Andhra Pradesh,53.25,43.75,49,88.25,172.25,138,126,99.25,42.75,61.25,162.5,161,108,150,112.75,91.25,57.25,262.5,20.25,37.25,44,64
19/07/2024,Arunachal pradesh,46.5,45,44.5,102.5,167.5,127.75,125,104.5,53.33,76,143.5,163.33,153.33,139,184,,75,285,19.33,38.33,50,84.33
19/07/2024,Assam,43.52,33.23,36.59,88.96,169.08,115.39,116.48,92.81,47.28,72.08,214.4,149.61,134.82,134.17,147.44,112.44,60.4,256.64,13.68,34.32,46.56,73.96
19/07/2024,Bihar,38.14,27.5,33.28,82.86,158.81,122.26,114.61,80.22,44.69,56.17,187.53,139.63,124.49,127.69,156.79,104.64,48.17,277.82,23.49,32.19,40.83,72.37
19/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,278,28,38,44,72
19/07/2024,Chhattisgarh,42.5,38,39.75,85.63,163.71,116.86,112.88,91.38,44.38,57.5,197.43,150.71,120.43,127.14,139.43,100.71,49.38,270.38,22.25,40.43,43.43,52.14
19/07/2024,Delhi,40,30,32,90,177,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,50,93
19/07/2024,DNH and DD,52,42.33,49,97.33,172.67,150.67,134.33,96.67,43.67,65.67,205,168.67,143.67,146,134.67,114.33,62.67,360,27.33,36,46.67,84.33
19/07/2024,Goa,53.5,49,46.5,98,192,151.5,136,97.5,44,56,220,161.5,145,148.5,117.5,98,60.5,315,25.5,47,47,75
19/07/2024,Gujarat,41.5,38.75,40.75,87,168.88,132.5,119.5,98.13,43.13,61.63,176.75,145.75,129.25,127.13,124.5,102.13,54.25,260.63,16.38,38.88,41.88,83.75
19/07/2024,Haryana,38.5,30.25,33,85.75,160.25,115.25,114.5,85.75,43.75,61.5,189.75,137.5,117.25,120.25,129.75,96.25,51.75,228.5,24.25,32.67,37,55.33
19/07/2024,Himachal Pradesh,41.08,22,33.5,91.08,176.83,135.08,115.58,90.58,46.75,52.75,215.25,166.58,139.33,131,140.5,115.5,49.75,270.58,27.67,35.42,49.92,70.83
19/07/2024,Jammu and Kashmir,47.67,30.75,38,93.33,178.6,128.33,121.33,101,49.5,51.67,,148.33,132.33,126.83,136.75,116.67,54.5,310.5,27.5,35.33,49.33,91.33
19/07/2024,Jharkhand,38.89,31.44,34.89,83.29,163.17,120.17,113.22,83.72,45.82,59.69,179.15,139.83,124.67,126.65,148.33,105.06,52,281.18,24.76,34.83,41.89,63.39
19/07/2024,Karnataka,59.28,43.24,46.69,91.86,168.03,138.44,124,104.41,42.55,51.21,176.22,160.4,120.89,136.15,120.25,96.5,52.11,277.64,19.55,41.31,42.9,57.1
19/07/2024,Kerala,50.18,45.18,48.3,98.33,182,147,130,100,43.73,54.36,214.75,160.29,144.2,129,118.36,101.4,61.27,230.2,15,51.45,45.82,75.45
19/07/2024,Madhya Pradesh,39.52,29.73,33.69,86.98,169.23,121.88,113.77,89.98,43.35,58.08,189.46,138.38,120.17,111.46,132.31,104.33,50.54,255.04,18.83,36.65,40.6,80.73
19/07/2024,Maharashtra,51.42,39.26,43.21,93.58,176.05,134.68,125.68,96.47,43,60,183.47,160.22,129.95,112.63,123.16,102.31,56,304.26,23.79,43.32,40.95,76.68
19/07/2024,Manipur,50,45,40,100,180,130,135,100,55,,,150,150,145,,140,80,220,25,43,50,43
19/07/2024,Meghalaya,46.3,38.8,37.2,97,177,133.4,123.4,90,49.4,73.7,,136.3,139.25,125.5,156,101.5,87.14,375.9,21.1,38.2,52.3,80.2
19/07/2024,Mizoram,47.7,43.22,44.78,106.9,161.57,131.88,128.33,100.2,51,77.9,159.5,186.3,165.8,126.9,190.25,130.83,116.71,474.11,29.1,42.1,52.1,86.1
19/07/2024,Nagaland,42.87,42.88,48.53,98,169.3,129,124.29,98,52.2,73.69,200,134.07,155.5,143.13,188.33,162.5,81,323.31,18.07,40.14,57.14,79.64
19/07/2024,Odisha,38.92,37.1,40.28,84.62,163.77,120.73,112.27,83.19,44.68,52.54,174.5,142.69,114.72,127.91,116.77,95.35,51.4,279.35,25.84,32.69,41.27,62.88
19/07/2024,Puducherry,67,47,40,97,186,142,121,92,50,48,199,146,142,,119,105,55,298,26,58,53,56
19/07/2024,Punjab,40.33,26,31.67,91.27,167.53,127.13,117,95.53,44.27,61.4,196.93,130.4,120.13,116.47,132.5,101.27,53.53,283.67,26.27,31.13,43.4,81.4
19/07/2024,Rajasthan,41.55,29.35,32.94,79.74,163.65,118.77,106.52,90.61,42.48,52.78,185.23,146,123.58,131.65,151.61,117,44.35,297.4,20.19,32.17,40.1,58.1
