DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
15/06/2024,Jharkhand,39.53,31.44,34.89,82,158.58,120.32,112.53,82.58,45.61,59.18,177.23,139.37,124.63,126.17,151.13,104.35,50,285.72,24.33,26.79,32.42,31.84
15/06/2024,Karnataka,60,43.61,47.97,94.65,167.58,141.68,128,107.32,42.94,50.58,180.45,162.87,120.55,135.7,120.68,97.61,52.58,287.03,20.35,37.16,35.52,45.74
15/06/2024,Kerala,50.67,44.67,46.18,103.18,188.3,149.8,136.3,118,44.15,54.38,221,163.14,142.33,,117.25,99.9,62.77,231.54,14.8,50,42.31,70.77
15/06/2024,Madhya Pradesh,40.7,29.13,34.37,86.3,165.74,119.76,115.63,91.65,43.41,57.96,189.85,134.46,119.78,112.3,135.62,110.3,47.96,250.91,19.39,27.09,29.07,30.02
15/06/2024,Maharashtra,51.84,38.42,42.47,91.16,176.63,135.58,128.11,96.16,43,59.95,182.79,158.11,128.05,111.79,120.89,102.63,55.32,298.68,23.47,38.11,36,47.42
15/06/2024,Meghalaya,45.75,37.75,36.38,92.75,156,132.6,121,89.75,49.57,74.29,,126.57,138.33,123.57,185.33,175,80.75,351.43,21.14,34.63,43.5,51.88
15/06/2024,Mizoram,50,37.5,52.5,98,,,120,105,50,77.5,,185,220,140,,,137.5,520,27.5,50,65,66.5
15/06/2024,Nagaland,41.75,42.88,48,102.5,130.67,132.5,121.67,97.38,50.06,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,33.06,51.56,57.19
15/06/2024,Odisha,39.67,37,39.22,87.11,167.67,126.33,112.11,83.11,45.89,52.44,165,141.11,111.22,115,114.78,96.78,52.44,265.38,26.67,28,35.67,46.89
15/06/2024,Puducherry,64,45,40,91,177,137,120,90,43,48,195,146,142,,110,98,48,298,26,45,36,28
15/06/2024,Punjab,38.86,25.21,31.07,91.93,162.57,128.57,118.29,98.29,44.57,60.64,199.33,130,122.43,117.21,132.83,101.5,54.29,276.85,26.36,26.29,37,21.14
15/06/2024,Rajasthan,42.6,28,31.4,75.4,148,115.2,105.2,87.6,41.6,56.4,167.4,148.4,127,129,153.5,,43.6,314,20.2,24.2,27,30.2
15/06/2024,Sikkim,53.25,35,39,87.5,136.25,124.5,123.75,97.5,48.75,64.25,,161.5,117.25,137.5,160.25,,58.75,426.75,19,37,52.25,46
15/06/2024,Tamil Nadu,61.52,45,53.32,93.68,180.76,144.72,124.68,93.95,44.08,46.84,204.52,175.78,127.48,,113.24,93.6,55.32,307.05,24.44,46.08,45.8,57.64
15/06/2024,Telangana,54.3,42.8,45.9,80.22,165.5,129.1,119.4,93.3,40.89,65.33,164.4,165.5,121.3,150.5,116,97.7,57.22,300,19.44,33.2,37,43.78
15/06/2024,Tripura,38.5,,39,87,144.33,128,111.25,103.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,39,49
15/06/2024,Uttar Pradesh,38.78,26.06,32.4,83.42,157.97,120.4,114.96,93.47,43.85,62.86,189.41,140.19,128.04,130.9,152.7,110.25,49.49,238.39,26.61,25.71,31.81,27.51
15/06/2024,Uttarakhand,37.75,26.75,33.25,89.5,146.75,115,113.25,99.25,42.75,60.5,154.5,138.75,130.75,132.25,147,116.5,56.75,264,28,28.25,30.25,24.5
15/06/2024,West Bengal,42.94,29.75,37.38,81.94,155.19,120.73,125.38,104.44,45.94,54.63,195.8,130.19,112.06,110.63,125.63,98.75,50.88,264.69,21.13,28.25,35.06,39.5
16/06/2024,Andhra Pradesh,59,45.5,49,88.75,173.25,140.75,127.5,102,42.5,63.25,165.25,168.5,111.25,150,111.25,90.75,58.5,312,21.5,35.5,34.5,45.5
16/06/2024,Arunachal pradesh,55,45,49,105,156,135,120,110,60,80,167,163,137,143,163,,80,327,20,50,50,70
16/06/2024,Assam,42.73,32.43,37.07,86.4,159.4,111.42,116.47,93.33,47,71.13,215,149.8,135.18,132.87,146,109,60,247.67,14.93,30.07,38,47.07
16/06/2024,Bihar,36.81,27.5,32.31,82.69,156.81,122.31,115.06,80.19,44.81,57,170.29,135.19,118.5,122.06,155.79,102.92,47.44,274.25,22.69,24.75,31.56,31.31
16/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
16/06/2024,Chhattisgarh,40.8,38.6,38.6,87.2,160.6,118.4,119,87.2,43.2,61.8,197,141.8,120.6,125.2,143.8,109.6,50.2,289.6,24.2,31.6,33.8,39.8
16/06/2024,Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,48,32
16/06/2024,DNH and DD,50,41.33,47.67,91.67,177,148,132.67,95.67,43.67,65,192.33,150.33,134,135,127.33,107.33,63.67,350,27.33,32.67,32.33,47.67
16/06/2024,Gujarat,46.67,39.33,43.33,89.33,170.67,132.67,129.33,99.33,42.67,63,180,145,130.67,133,130.33,115.33,49.33,252.33,17.67,30.33,32,33
16/06/2024,Haryana,36.5,26,31.5,70.5,128.5,103,99,82,43,56.5,188.5,144,119,126.5,143,100.5,46.5,216,22.5,15,22.5,17
16/06/2024,Himachal Pradesh,40.75,22,33.33,87.92,167.25,135.25,116.67,89.5,47.08,52.17,219.5,162.25,138,129.4,143.5,118,48.67,270.33,27.5,31.67,41.42,29.5
16/06/2024,Jammu and Kashmir,38.5,35,43,94,147.5,132.5,130,100,50,47,,145,137.5,134,163,140,54,333.5,28,35,37.5,41.5
16/06/2024,Jharkhand,39.75,32.18,35.17,82.25,157.75,117.17,111.58,83.67,45.36,58.9,187.75,140.17,119.67,126.64,154.33,106.73,49.55,281.73,23.36,26.5,32.67,32.42
16/06/2024,Karnataka,59.83,43.6,46.87,94.73,167.9,141.33,127.07,105.6,42.97,50.47,179.8,163.47,119.03,136.07,119.03,97.3,52.4,289.23,19.93,38.23,36.7,47.8
16/06/2024,Madhya Pradesh,41.47,28.71,34.18,86.03,166.37,120.42,115.21,92.45,43.45,57.84,190.61,134.92,119.61,112.11,136.76,111.72,47.82,254.24,18.61,27.92,29.95,30.47
16/06/2024,Maharashtra,51.84,38.42,42.47,91,176.74,135.47,128,96.32,43.05,59.95,182.74,158.06,128.05,111.84,120.89,102.69,55.32,298.68,23.47,38.11,36,48.37
16/06/2024,Meghalaya,44.33,37.33,35.33,92.67,153.33,127.67,121,93.67,48.33,74,,144.33,133.5,124,210,,64.33,329,30,34.33,44.33,50
16/06/2024,Mizoram,50,37.5,52.5,98,,,120,105,50,77.5,,185,220,140,,,137.5,520,27.5,50,65,66.5
16/06/2024,Odisha,38.22,37.25,40.56,84.78,164.11,125.44,111.22,83.56,45.78,52.67,172.5,139.89,114.13,120.33,115.44,95.78,51.67,282.75,26.67,28,35.78,44.78
16/06/2024,Puducherry,64,45,40,91,177,137,120,90,43,48,195,146,142,,110,98,48,298,26,45,36,28
16/06/2024,Punjab,38.75,25.67,31.08,91.83,160.08,127.17,116.67,96.92,44.75,61.5,196.27,129.75,122.42,116.67,132.91,101.89,53.83,272.08,26.08,26.33,37.25,21.42
16/06/2024,Rajasthan,40.5,29.5,31.33,73.67,138.33,107.5,101.83,86.33,41.17,52.17,153.67,144,122.33,127.33,142.67,,42.17,282.17,16.5,23,26.5,31
16/06/2024,Sikkim,49.5,33.5,40.5,87.5,150,130,116.5,97.5,47.5,65,,166.5,112,148.5,175,,57.5,350,20.5,37.5,60,55
16/06/2024,Tamil Nadu,61.6,45,54.85,93,181.2,145.6,124.7,95.06,44.21,47,204.47,177.28,129.68,,112.32,92.95,56.16,301.29,23.84,47.26,45.95,60
16/06/2024,Telangana,50,38.33,49.33,81.67,162,131.33,115.33,94,40,60,157.67,155,106.67,103,111,97,55.33,290,19.33,25.33,36.67,40.67
16/06/2024,Uttar Pradesh,38.62,26.05,32.47,83.98,157.6,121.28,114.6,93.88,43.81,62.49,189.96,139.67,127.43,131.24,153.91,111.14,49.71,235,26.6,25.76,32.53,28.21
16/06/2024,Uttarakhand,36,24,31,82,170,115,120,111,44,57,150,127,120,125,165,,57,280,28,30,30,23
16/06/2024,West Bengal,42.46,30,37.31,81.77,156.08,119.92,127.23,106.23,45.77,55.46,196.33,131.38,112.31,111.08,126.69,99.31,52.38,257.31,21.38,28.15,36.62,41.54
17/06/2024,Andaman and Nicobar,52,,67,105,178,170,145,112,58,75,262,173,148,,145,118,87,285,20,60,60,80
17/06/2024,Andhra Pradesh,60.6,44.4,47.2,88,176.6,138.6,126,101.6,42.8,60.4,166.8,169.4,111,146.33,111.4,90.2,58.8,327,21.8,34.6,33.2,40.6
17/06/2024,Arunachal pradesh,48,45,45.67,102.33,149.67,129.33,120,106.67,55,77,143.5,176.5,168.5,144,186.5,,75,298.5,20,50,50,70
17/06/2024,Assam,40,32.75,36.05,87.74,164.26,112.13,116.32,92,47.58,72.21,232.25,147.95,131.86,128.42,141.53,109,60.16,244.53,14.42,31.21,36.58,48.56
17/06/2024,Bihar,37.44,26.81,32.19,83,155.63,122.44,115.63,80.69,44.5,57.25,175.33,134.06,120.31,123.69,158.93,102.46,48.5,271.63,22.69,24.69,31,28.69
17/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
17/06/2024,Chhattisgarh,39,38.75,38.75,87,157,116,119.25,89.5,43,59,188.25,141.75,122.75,129.25,151.25,113.5,48,222.25,23.25,32.5,36.25,42
17/06/2024,Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,48,32
17/06/2024,DNH and DD,50,41.33,47.67,91.67,177,148.67,131.67,95.33,43.67,65,192.67,150.33,134,135,127,107,63.67,350,27.33,32.67,32.33,50
17/06/2024,Gujarat,44.75,40.75,43.75,90.5,171,132.5,126.75,95.75,43.25,61.75,177.75,144.75,133.5,134.25,131,114,55,245.5,16.5,32,32,35.5
17/06/2024,Haryana,43.25,30,34.25,77.5,128.75,107,107.75,96.25,43.75,60,177.75,137.75,127.5,127.25,153.75,106.25,48.75,231.25,25.5,20,33.5,23.75
17/06/2024,Himachal Pradesh,40.75,22,33.33,87.92,167.25,135.25,116.58,89.58,47.17,52.17,219.5,162.25,138,129.4,143.5,118,48.75,270.33,27.5,31.5,41.25,29.58
17/06/2024,Jammu and Kashmir,36,30,36,90,140,120,120,100,50,49,,145,137,133,148,140,48,367,28,30,37,45
17/06/2024,Jharkhand,40.31,31.87,35.25,82.31,159.44,123.38,115.13,83.44,45.75,59.27,175.18,138.31,124.94,125.67,148.67,103.47,49.81,276.94,24.5,26.88,32.31,31.19
17/06/2024,Karnataka,59.9,43.74,47.16,94.65,167.77,142.1,127.87,107.29,42.77,50.35,179.06,163.9,119.9,136.43,120.42,97.52,52.23,289.87,20.26,38.32,36.84,48.52
17/06/2024,Madhya Pradesh,41.39,28.9,34.44,86.8,166.76,120.9,115.83,91.71,43.41,58.05,190.98,135.78,119.68,113.02,137.05,110.85,47.9,257.35,19.07,27.46,30.2,31.22
17/06/2024,Maharashtra,51.89,38.47,42.26,91.05,176.47,135.68,128.11,96.42,43.21,59.95,182.68,158.17,128.05,112.05,121.11,102.56,55.58,298.68,23.47,38.26,35.74,49.05
17/06/2024,Meghalaya,45.57,38.43,36.86,92.75,156,132.6,121.14,91.43,49.43,74.29,,133,138,125.5,185.33,175,73.2,350,23.14,34.86,44.57,51.14
17/06/2024,Mizoram,47.13,41.57,45,108.17,152.5,125,126.67,100.13,50.38,78.88,150,187.13,186.67,122.88,202.33,127.67,127,461.17,28.88,42.5,53.5,75.13
17/06/2024,Nagaland,41.75,42.88,48,102.5,130.67,132.5,121.67,97.38,50.06,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,33.06,52.06,57.5
17/06/2024,Odisha,39.5,37.11,39.5,85.4,164.8,127.2,111.2,82.7,45.7,52.6,165,140.2,111.33,115,114.9,95.7,51.5,275.56,26.5,28,35,44.6
17/06/2024,Puducherry,65,45,40,91,177,137,120,90,43,48,195,146,142,,110,98,48,298,26,45,36,28
17/06/2024,Punjab,38.86,25.29,31.14,92.14,162.86,128.79,118.5,98.14,44.64,60.71,199.25,129.36,122,116.64,132.67,101.5,54.21,272.57,26.36,26.57,37.29,21.64
17/06/2024,Rajasthan,38.22,30.33,32.33,73.67,130.78,114,106.44,89.22,41.56,51.44,169.89,138,121.11,135.44,151.63,111,43.44,284.22,19,22.33,32.33,33.33
17/06/2024,Sikkim,54.67,35,40.33,86.67,145,129.33,121,96.67,48.33,64,,164,113,139.33,164.33,,58.33,409,18.67,37.67,55,56
17/06/2024,Tamil Nadu,60.65,44.56,54.65,93.4,180.85,145.5,124.35,90.71,44.35,46.4,205.6,176.39,128.75,,113.8,93.45,54.85,298.4,25.15,46.85,46.1,59.55
17/06/2024,Telangana,50,38.33,49.33,81.67,162,131.33,115.33,94,40,60,157.67,155,106.67,103,111,97,55.33,290,19.33,26,37.33,42.67
17/06/2024,Tripura,38.5,,39,87,144.33,128,111.25,103.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,40.25,49.5
17/06/2024,Uttar Pradesh,38.86,26.27,32.59,84.21,158.38,121.71,114.95,93.35,43.76,62.98,192.25,140.13,127.15,129.97,151.74,110.5,49.97,238.29,26.67,26.78,32.6,28.57
17/06/2024,Uttarakhand,39.5,24.5,32.5,87,155,115.5,114.5,100.5,44.5,61,151,134,122,128.5,156.5,,60.5,290,28,30,35,20.5
17/06/2024,West Bengal,43.06,29.56,37.82,81.41,155.47,120.31,124.47,104.47,45.88,54.82,195.7,131.47,110.94,111.24,126.47,99.88,51.47,267.71,21.18,28.59,34.65,40.88
18/06/2024,Andaman and Nicobar,48,,68,95.67,172.67,156.67,137.33,102,55.67,73,232.5,171.67,167,,128.67,114,76.33,316,20.67,60,56.67,89.33
18/06/2024,Andhra Pradesh,60.6,44.4,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,167.2,111,146.33,111.4,90.2,58.6,327,21.8,36.6,37.6,49
18/06/2024,Arunachal pradesh,50,45,46,103.33,158,136,123.33,103.33,55,77,167,140.5,128.5,131.5,161.5,,80,327,17.5,42.5,45,60
18/06/2024,Assam,42.42,32.75,36.54,89.65,162.19,114.68,116.23,92.62,47.58,71.31,214.8,149.15,136.1,136.69,146.05,113.76,59.69,254.54,13.5,30.92,37.46,46
18/06/2024,Bihar,37.97,27.19,33.29,81.68,154.52,120.58,114.16,80.42,44.38,56.07,175.93,135.23,122.1,126.23,162.96,103.85,47.21,278.61,23.62,23.93,31.37,31.33
18/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,32,35
18/06/2024,Chhattisgarh,42.29,39.29,40.57,95.57,165.29,117.14,113.71,96,43.57,55.43,204.43,152.86,133.14,130.57,138.57,114.29,48.57,313.57,22.71,31.14,37.29,36.14
18/06/2024,Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,48,32
18/06/2024,DNH and DD,50,41.33,47.67,91.67,177,148.67,131.67,95.33,43.67,65,192.67,150.33,134,135,127,107,63.67,350,27.33,33.33,33.33,51.67
18/06/2024,Goa,52.5,48,45.5,94.5,182.5,153.5,133.5,96.5,44,57.5,220.5,162.5,143,156.5,118.5,98,60,329,24.5,42,44,56
18/06/2024,Gujarat,42.33,38.5,41.67,90.17,169.67,125.17,118.17,93,43.17,59.67,176.83,148,135,133.17,127.33,104.67,58.5,257,17.67,33,33.67,37.5
18/06/2024,Haryana,44,30.25,34.5,78.25,129.75,108.25,109.25,97,44.5,60.25,180.75,137,127.25,126.5,152.75,105.5,49.25,229.25,25.25,20.75,33.75,24.25
18/06/2024,Himachal Pradesh,40.83,22,33.42,88.25,167.75,135.25,116.58,89.58,47.08,52.17,219.75,162.17,138,129.4,143.5,118,48.67,270.33,27.5,31.75,41.25,29.58
18/06/2024,Jammu and Kashmir,36,30,36,90,140,120,120,100,50,49,,145,136,135,153,,48,367,28,30,38,45
18/06/2024,Jharkhand,39.53,31.5,35,82.21,158.47,121.05,113.16,82.32,45.65,59.06,176.92,139.79,124.42,126.11,151.13,104.24,49.82,287,24.12,27.42,33.32,34.32
18/06/2024,Karnataka,60.33,43.43,47.57,93.7,169.83,141.93,127.93,106.97,42.86,51.75,181.57,162.93,121.47,135.62,120.27,97.13,52.43,285.57,20.64,38.38,36.93,51.52
18/06/2024,Kerala,50.69,44.85,46.08,103.42,189.1,150.44,137.7,111.4,44.36,54.21,221,163.14,145,,117.69,99.36,62.79,234.21,14.91,50.14,42.43,75.86
18/06/2024,Madhya Pradesh,41.32,28.94,34.23,86.57,165.15,120.15,115.72,91.85,43.51,58.02,189.64,135.72,120.21,112.57,136.67,110.09,48.11,254.3,19.47,27.81,30.96,32.79
18/06/2024,Maharashtra,51.95,38.63,42.37,90.89,176.47,135.63,127.74,96.37,43.16,59.95,182.63,158.17,128.05,112.16,121.26,102.56,55.53,299.05,23.47,38.63,37.21,54.11
18/06/2024,Meghalaya,46,38.4,36.9,94.33,162.14,133.33,120.8,89.8,49.5,73.8,,136.6,138,126.2,172,126,73.83,373.4,21.3,34.9,43,48.8
18/06/2024,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,78,159.5,185.55,170.8,127.82,190.25,130.83,121.5,479.67,29.18,42.36,53,77.18
18/06/2024,Nagaland,41.75,42.88,48,102.5,130.67,132.5,121.67,97.38,50.06,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,33.06,52.19,57.19
18/06/2024,Odisha,39.05,36.44,39.71,83.71,161.95,121.57,113.1,82.76,44.6,52.26,171.67,142.57,117.7,131.38,116.86,94.67,50.45,283.47,26.05,27.52,37.62,48.33
18/06/2024,Puducherry,65,45,40,91,177,137,120,90,43,48,195,146,142,,110,100,48,298,26,45,36,28
18/06/2024,Punjab,39.4,25.27,31.2,91.53,159.8,127.87,117.73,98.6,44.73,60.8,199.23,129.33,121.87,117,135.92,102.64,53.93,270.27,26.33,26.47,37.47,23.47
18/06/2024,Rajasthan,42.35,29.6,33.4,75.35,129.55,113.1,106.15,91.5,42.3,52.68,181.7,144.63,125.24,134.56,157.4,107.33,43.5,308.84,20.94,24.47,34.53,33.37
18/06/2024,Sikkim,54.67,35,40.33,86.67,145,129.33,121,96.67,48.33,64,,164,113,139.33,164.33,,58.33,409,18.67,37.67,55,60
18/06/2024,Tamil Nadu,61.81,44.97,53.69,93.72,182,145.09,125.03,93.79,44.09,47.19,204.56,174.13,127.38,,113.19,93.47,56.16,309,24.16,47.94,45.53,65.84
18/06/2024,Telangana,54.4,42.6,45.9,80,165.5,129,119.5,93.3,41.3,66.3,164.4,166.5,121.3,150.5,116,97.7,57.1,305.1,20.4,35,39.7,50.7
18/06/2024,Tripura,38.5,,39,87,146,128,110.25,102.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10.25,34.5,40.25,49.5
18/06/2024,Uttar Pradesh,38.81,26.14,32.47,83.33,157.67,120.56,114.77,93.8,43.76,62.89,189.19,140.08,127.92,130.66,152.86,110.74,49.5,239.16,26.66,26.43,32.84,30.65
18/06/2024,Uttarakhand,38,27.33,33,91.67,142.33,113,109.33,99,43,59.67,149,138.33,130.67,133.33,152.33,143,57.33,278,28,28.67,32.33,23.33
18/06/2024,West Bengal,44.73,30.1,37.5,84.86,155.5,124.43,130.55,106.59,46,54.18,198.82,133.45,114.18,113.36,127.41,100.3,52.14,276.05,22.68,29.18,35.77,44.5
19/06/2024,Andaman and Nicobar,48,,68,96.33,173.33,156.67,138,102,55.33,73,232.5,172.33,165.67,,128,114.33,77,316,20.33,60,56.67,94.33
19/06/2024,Andhra Pradesh,60.2,43.8,47.2,87.6,176.4,136.4,124.8,100.2,42.6,60,166.8,164.2,111.25,159.5,111.2,90.2,57.8,290.5,21.6,34.6,38.6,53.8
19/06/2024,Arunachal pradesh,48,45,45.67,102.33,150.33,129.33,120,106.67,55,77,143.5,176.5,168.5,144,186.5,,75,298.5,20,37.5,45,55
19/06/2024,Assam,43.04,32.77,36.44,89.67,161.56,115.63,115.63,91.93,47.41,70.81,209,149.67,137.67,137.7,148.13,114.89,59.04,253.56,13.37,30.67,38.78,45.4
19/06/2024,Bihar,38.05,27.24,33.32,81.63,154.03,120.34,114.32,80.42,44.35,56.11,182.31,136.16,123.59,126.68,159.7,104.47,47.54,280.58,23.19,23.54,31.78,31.16
19/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,38,35
19/06/2024,Chhattisgarh,39.57,37.57,39.14,92.57,163.57,115.86,114.57,92,43.43,57.71,197.29,152.71,125.71,133.29,147.57,115.86,47.57,295.71,22.29,33.86,39.14,40.86
19/06/2024,Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,50,33
19/06/2024,DNH and DD,45,40.5,49.5,89.5,174.5,151,132,96,44.5,64.5,200.5,153.5,131,144,130,112.5,65.5,280,27,35,33.5,53.5
19/06/2024,Goa,52.5,48,45.5,95,183.5,153.5,133.5,96.5,44,57.5,220.5,162.5,143,156.5,118.5,98,60.5,329,24.5,42,43,61.5
19/06/2024,Gujarat,43.25,37.88,40.75,88.13,170.38,126.38,118.63,92.88,43.13,61.5,177.88,144.13,128.38,129.75,125.63,104.13,56.13,253.75,16.5,30.63,35.5,39.38
19/06/2024,Haryana,42.75,29.5,33.75,78.75,133,108.25,107.5,93.75,43.67,58,176.33,141.67,124,122.67,148.33,95.67,49,215.67,24,19.67,33.67,23
19/06/2024,Himachal Pradesh,40.75,22,33.33,88.25,167.67,135.25,116.58,89.58,47,52.17,221.67,162.18,138.73,130.56,145.67,118,48.75,270.42,27.58,31.92,41.25,30.08
19/06/2024,Jammu and Kashmir,46.25,30.5,36.75,93.75,158.25,133.5,126,100.75,52.5,50.5,,144.75,133.5,132.25,145.25,121.33,57.5,297.25,28,32.25,39.75,36.5
19/06/2024,Jharkhand,39.74,31.56,35.26,81.89,159.11,120.58,113.53,82.58,45.61,59.18,178.15,140.05,124.95,126.11,151.2,104.59,50.33,285.83,24.39,27.68,33.63,37.16
19/06/2024,Karnataka,60.03,43.72,47.63,94.16,168.34,141.94,127.69,106.97,42.78,50.94,180.63,163.03,120.66,135.84,120.78,97.66,52.41,291.31,20.53,38.22,37.5,53.19
19/06/2024,Kerala,50.42,44.5,45.58,102.82,188.78,149.22,136.33,114.82,44.38,54.38,222.8,163.29,142.91,130,117.5,99.9,62.92,231.92,14.82,51.46,42.85,78.62
19/06/2024,Madhya Pradesh,41.19,29.17,34.43,85.85,164.76,119.65,115.62,91.74,43.52,57.54,189.46,136.09,120.76,112.72,136.91,111.57,48.13,254.85,19.54,27.87,31.36,34.11
19/06/2024,Maharashtra,52.16,38.74,42.63,91.42,176.74,136.21,127.95,96.58,43.21,60,182.95,158.39,128.32,112,121.42,102.88,55.37,299.84,23.47,38.79,38.26,59.74
19/06/2024,Manipur,50,43,40,100,180,145,140,95,55,,,150,140,140,,140,85,220,25,40,45,35
19/06/2024,Meghalaya,46.1,38.3,36.7,94.33,160.71,131.67,121,89.8,49.4,73.6,,135.9,138,125.9,172,126,73.83,373.5,21.3,34.4,42.6,51.5
19/06/2024,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,78,159.5,185.55,170.8,127.82,190.25,130.83,121.5,479.67,29.18,42.55,53,77.36
19/06/2024,Nagaland,41.75,42.88,48,102.5,130.25,132.5,121.67,97.38,50.06,73.29,200,137.47,166,148.87,195,142.5,84,322.67,17.88,33.27,52.33,58.67
19/06/2024,Odisha,39.41,37,40.05,83.73,162.95,121.77,112.77,82.55,44.7,52.47,161,142.76,117.7,126.57,117.29,94.9,50.2,286.33,25.6,27.67,38.14,48.9
19/06/2024,Puducherry,65,45,40,91,177,137,121,90,43,48,195,146,142,,110,100,48,298,26,45,36,28
19/06/2024,Punjab,39.6,25.2,31.27,91.73,159.73,128,117.93,98.8,44.67,60.93,199,129.2,122.27,117.2,135.46,102.82,53.8,274.53,26.4,27,37.13,24.4
19/06/2024,Rajasthan,42.73,28.86,32.23,74.95,129.14,112.27,106.27,91.86,41.81,52.45,182,144.75,124.26,133.55,160.31,138,44.1,295.05,20.65,26.33,34.14,36
19/06/2024,Sikkim,54.6,35.2,38.4,86.4,137.6,127,125,100,49,63.4,,167.8,128.4,138.75,171.2,,60.2,410,18.6,36.6,53,55.4
19/06/2024,Tamil Nadu,61.46,45.76,54.36,93.94,182.42,144.89,125.14,94.13,44.06,47.17,204.06,172.15,126.44,,113.22,93.56,55.92,307.88,24.56,48.25,45.94,68.39
19/06/2024,Telangana,54.67,43.22,46.78,80.38,167.89,129.78,119.44,94,41.33,67.11,163.56,166.11,118.22,145.6,115.78,98.67,57.44,308.44,21,35.88,43,65.5
19/06/2024,Tripura,38.5,,39,87,146,128,110.25,102.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,40.25,50.75
19/06/2024,Uttar Pradesh,38.79,26.15,32.49,83.36,157.83,120.63,114.8,93.79,43.73,62.85,189.1,140.14,127.88,130.54,153.22,110.66,49.57,238.99,26.61,26.61,33.39,31.77
19/06/2024,Uttarakhand,37.75,26.75,33.25,89.5,146.75,115,113.25,99.25,42.75,60.5,154.5,138.75,130.75,132.25,147,116.5,56.75,264,28,29,31.5,24.75
19/06/2024,West Bengal,44.5,30.56,37.55,84.91,156.32,124.29,130.77,106.86,46.29,54.76,198.82,132.64,114.36,112.82,126.68,99.15,51.71,275.95,22.57,29.14,36.91,47.05
20/06/2024,Andaman and Nicobar,48,,68,96.33,173.33,156.67,138,102,55.33,73,232.5,172.33,165.67,,128,114.33,77,316,20.33,60,56.67,94.33
20/06/2024,Andhra Pradesh,60.2,43.8,47.2,87.6,176.4,136.4,124.8,100.2,42.6,60,166.8,164.2,111.25,159.5,111.2,90.2,57.8,290.5,21.6,34.6,38.6,53.8
20/06/2024,Arunachal pradesh,48,45,45.67,102.33,150.33,129.33,120,106.67,55,77,143.5,176.5,168.5,144,186.5,,75,298.5,20,37.5,45,55
20/06/2024,Assam,43.04,32.77,36.44,89.67,161.56,115.63,115.63,91.93,47.41,70.81,209,149.67,137.67,137.7,148.13,114.89,59.04,253.56,13.37,30.67,38.78,45.4
20/06/2024,Bihar,38.05,27.24,33.32,81.63,154.03,120.34,114.32,80.42,44.35,56.11,182.31,136.16,123.59,126.68,159.7,104.47,47.54,280.58,23.19,23.54,31.78,31.16
20/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,38,35
20/06/2024,Chhattisgarh,39.57,37.57,39.14,92.57,163.57,115.86,114.57,92,43.43,57.71,197.29,152.71,125.71,133.29,147.57,115.86,47.57,295.71,22.29,33.86,39.14,40.86
20/06/2024,Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,50,33
20/06/2024,DNH and DD,45,40.5,49.5,89.5,174.5,151,132,96,44.5,64.5,200.5,153.5,131,144,130,112.5,65.5,280,27,35,33.5,53.5
20/06/2024,Goa,52.5,48,45.5,95,183.5,153.5,133.5,96.5,44,57.5,220.5,162.5,143,156.5,118.5,98,60.5,329,24.5,42,43,61.5
20/06/2024,Gujarat,43.25,37.88,40.75,88.13,170.38,126.38,118.63,92.88,43.13,61.5,177.88,144.13,128.38,129.75,125.63,104.13,56.13,253.75,16.5,30.63,35.5,39.38
