Dates,States/UTs,Commodity,Price
7/8/2024,Telangana,Tea Loose,301.9
7/8/2024,Tripura,Tea Loose,221.5
7/8/2024,Uttar Pradesh,Tea Loose,239.25
7/8/2024,Uttarakhand,Tea Loose,263.75
7/8/2024,West Bengal,Tea Loose,273.61
7/9/2024,Andaman and Nicobar,Tea Loose,308.33
7/9/2024,Andhra Pradesh,Tea Loose,347.75
7/9/2024,Arunachal pradesh,Tea Loose,298.5
7/9/2024,Assam,Tea Loose,252.93
7/9/2024,Bihar,Tea Loose,281.81
7/9/2024,Chandigarh,Tea Loose,253
7/9/2024,Chhattisgarh,Tea Loose,300
7/9/2024,Delhi,Tea Loose,245
7/9/2024,DNH and DD,Tea Loose,354.33
7/9/2024,Goa,Tea Loose,329
7/9/2024,Gujarat,Tea Loose,258.71
7/9/2024,Haryana,Tea Loose,233.25
7/9/2024,Himachal Pradesh,Tea Loose,270.58
7/9/2024,Jammu and Kashmir,Tea Loose,310.8
7/9/2024,Jharkhand,Tea Loose,272.12
7/9/2024,Karnataka,Tea Loose,288.03
7/9/2024,Kerala,Tea Loose,231.29
7/9/2024,Madhya Pradesh,Tea Loose,255.91
7/9/2024,Maharashtra,Tea Loose,304
7/9/2024,Manipur,Tea Loose,220
7/9/2024,Meghalaya,Tea Loose,374.6
7/9/2024,Mizoram,Tea Loose,478.56
7/9/2024,Nagaland,Tea Loose,319.8
7/9/2024,Odisha,Tea Loose,279.63
7/9/2024,Puducherry,Tea Loose,298
7/9/2024,Punjab,Tea Loose,281.33
7/9/2024,Rajasthan,Tea Loose,298.2
7/9/2024,Sikkim,Tea Loose,405.75
7/9/2024,Tamil Nadu,Tea Loose,302.7
7/9/2024,Telangana,Tea Loose,301.9
7/9/2024,Tripura,Tea Loose,221.5
7/9/2024,Uttar Pradesh,Tea Loose,239.51
7/9/2024,Uttarakhand,Tea Loose,263.75
7/9/2024,West Bengal,Tea Loose,273.61
7/10/2024,Andaman and Nicobar,Tea Loose,308.33
7/10/2024,Andhra Pradesh,Tea Loose,266.25
7/10/2024,Arunachal pradesh,Tea Loose,330
7/10/2024,Assam,Tea Loose,265.06
7/10/2024,Bihar,Tea Loose,273.06
7/10/2024,Chhattisgarh,Tea Loose,234.25
7/10/2024,Delhi,Tea Loose,248
7/10/2024,DNH and DD,Tea Loose,257
7/10/2024,Goa,Tea Loose,343
7/10/2024,Gujarat,Tea Loose,252.5
7/10/2024,Haryana,Tea Loose,226.67
7/10/2024,Himachal Pradesh,Tea Loose,274.64
7/10/2024,Jammu and Kashmir,Tea Loose,306.67
7/10/2024,Jharkhand,Tea Loose,265.92
7/10/2024,Karnataka,Tea Loose,238.48
7/10/2024,Kerala,Tea Loose,234.11
7/10/2024,Madhya Pradesh,Tea Loose,239.24
7/10/2024,Maharashtra,Tea Loose,306.05
7/10/2024,Manipur,Tea Loose,220
7/10/2024,Meghalaya,Tea Loose,368.22
7/10/2024,Mizoram,Tea Loose,440.33
7/10/2024,Nagaland,Tea Loose,316.5
7/10/2024,Odisha,Tea Loose,286.25
7/10/2024,Puducherry,Tea Loose,321
7/10/2024,Punjab,Tea Loose,264.5
7/10/2024,Rajasthan,Tea Loose,288.8
7/10/2024,Sikkim,Tea Loose,416
7/10/2024,Tamil Nadu,Tea Loose,283.2
7/10/2024,Telangana,Tea Loose,285.11
7/10/2024,Tripura,Tea Loose,206
7/10/2024,Uttar Pradesh,Tea Loose,240.43
7/10/2024,Uttarakhand,Tea Loose,269
7/10/2024,West Bengal,Tea Loose,268.57
7/11/2024,Andaman and Nicobar,Tea Loose,308.33
7/11/2024,Andhra Pradesh,Tea Loose,272
7/11/2024,Arunachal pradesh,Tea Loose,327
7/11/2024,Assam,Tea Loose,255.76
7/11/2024,Bihar,Tea Loose,278.19
7/11/2024,Chandigarh,Tea Loose,253
7/11/2024,Chhattisgarh,Tea Loose,266
7/11/2024,Delhi,Tea Loose,245
7/11/2024,DNH and DD,Tea Loose,354.33
7/11/2024,Goa,Tea Loose,329
7/11/2024,Gujarat,Tea Loose,267
7/11/2024,Haryana,Tea Loose,233.25
7/11/2024,Himachal Pradesh,Tea Loose,271.42
7/11/2024,Jammu and Kashmir,Tea Loose,310.5
7/11/2024,Jharkhand,Tea Loose,272.44
7/11/2024,Karnataka,Tea Loose,283.16
7/11/2024,Kerala,Tea Loose,231.29
7/11/2024,Madhya Pradesh,Tea Loose,254.63
7/11/2024,Maharashtra,Tea Loose,303.84
7/11/2024,Manipur,Tea Loose,220
7/11/2024,Meghalaya,Tea Loose,375.6
7/11/2024,Mizoram,Tea Loose,478.56
7/11/2024,Nagaland,Tea Loose,327.67
7/11/2024,Odisha,Tea Loose,281.05
7/11/2024,Puducherry,Tea Loose,298
7/11/2024,Punjab,Tea Loose,279.38
7/11/2024,Rajasthan,Tea Loose,297.33
7/11/2024,Sikkim,Tea Loose,422.6
7/11/2024,Tamil Nadu,Tea Loose,285.3
7/11/2024,Telangana,Tea Loose,302.7
7/11/2024,Tripura,Tea Loose,217.75
7/11/2024,Uttar Pradesh,Tea Loose,239.52
7/11/2024,Uttarakhand,Tea Loose,264
7/11/2024,West Bengal,Tea Loose,273.87
7/12/2024,Andaman and Nicobar,Tea Loose,305
7/12/2024,Andhra Pradesh,Tea Loose,262.5
7/12/2024,Arunachal pradesh,Tea Loose,298.5
7/12/2024,Assam,Tea Loose,257.63
7/12/2024,Bihar,Tea Loose,277.24
7/12/2024,Chandigarh,Tea Loose,253
7/12/2024,Chhattisgarh,Tea Loose,262.89
7/12/2024,Delhi,Tea Loose,245
7/12/2024,DNH and DD,Tea Loose,356.67
7/12/2024,Goa,Tea Loose,329
7/12/2024,Gujarat,Tea Loose,264
7/12/2024,Haryana,Tea Loose,232
7/12/2024,Himachal Pradesh,Tea Loose,271.42
7/12/2024,Jammu and Kashmir,Tea Loose,308.6
7/12/2024,Jharkhand,Tea Loose,269.53
7/12/2024,Karnataka,Tea Loose,282.71
7/12/2024,Kerala,Tea Loose,231.36
7/12/2024,Madhya Pradesh,Tea Loose,255.83
7/12/2024,Maharashtra,Tea Loose,303.84
7/12/2024,Manipur,Tea Loose,220
7/12/2024,Meghalaya,Tea Loose,378.9
7/12/2024,Mizoram,Tea Loose,473.38
7/12/2024,Nagaland,Tea Loose,328.71
7/12/2024,Odisha,Tea Loose,285.81
7/12/2024,Puducherry,Tea Loose,298
7/12/2024,Punjab,Tea Loose,278.57
7/12/2024,Rajasthan,Tea Loose,298.72
7/12/2024,Sikkim,Tea Loose,363.6
7/12/2024,Tamil Nadu,Tea Loose,287.26
7/12/2024,Telangana,Tea Loose,302.7
7/12/2024,Tripura,Tea Loose,217.75
7/12/2024,Uttar Pradesh,Tea Loose,239.58
7/12/2024,Uttarakhand,Tea Loose,264
7/12/2024,West Bengal,Tea Loose,271.32
7/13/2024,Andaman and Nicobar,Tea Loose,300
7/13/2024,Andhra Pradesh,Tea Loose,293.75
7/13/2024,Arunachal pradesh,Tea Loose,298.5
7/13/2024,Assam,Tea Loose,253.4
7/13/2024,Bihar,Tea Loose,278.94
7/13/2024,Chandigarh,Tea Loose,255
7/13/2024,Chhattisgarh,Tea Loose,254
7/13/2024,Delhi,Tea Loose,245
7/13/2024,DNH and DD,Tea Loose,356.67
7/13/2024,Gujarat,Tea Loose,256
7/13/2024,Haryana,Tea Loose,241
7/13/2024,Himachal Pradesh,Tea Loose,271.42
7/13/2024,Jammu and Kashmir,Tea Loose,305.2
7/13/2024,Jharkhand,Tea Loose,277.67
7/13/2024,Karnataka,Tea Loose,282.23
7/13/2024,Madhya Pradesh,Tea Loose,251.32
7/13/2024,Maharashtra,Tea Loose,304.11
7/13/2024,Meghalaya,Tea Loose,354.14
7/13/2024,Mizoram,Tea Loose,520
7/13/2024,Nagaland,Tea Loose,325.5
7/13/2024,Odisha,Tea Loose,277.63
7/13/2024,Punjab,Tea Loose,281
7/13/2024,Rajasthan,Tea Loose,312
7/13/2024,Sikkim,Tea Loose,367.5
7/13/2024,Tamil Nadu,Tea Loose,285.19
7/13/2024,Telangana,Tea Loose,290
7/13/2024,Tripura,Tea Loose,217.75
7/13/2024,Uttar Pradesh,Tea Loose,238.04
7/13/2024,Uttarakhand,Tea Loose,280
7/13/2024,West Bengal,Tea Loose,267.88
7/14/2024,Andhra Pradesh,Tea Loose,262.5
7/14/2024,Arunachal pradesh,Tea Loose,327
7/14/2024,Assam,Tea Loose,260.29
7/14/2024,Bihar,Tea Loose,288.79
7/14/2024,Chandigarh,Tea Loose,253
7/14/2024,Chhattisgarh,Tea Loose,254.33
7/14/2024,Delhi,Tea Loose,245
7/14/2024,DNH and DD,Tea Loose,356.67
7/14/2024,Gujarat,Tea Loose,258.67
7/14/2024,Haryana,Tea Loose,241
7/14/2024,Himachal Pradesh,Tea Loose,271.42
7/14/2024,Jammu and Kashmir,Tea Loose,300
7/14/2024,Jharkhand,Tea Loose,274.86
7/14/2024,Karnataka,Tea Loose,284.36
7/14/2024,Madhya Pradesh,Tea Loose,251.18
7/14/2024,Maharashtra,Tea Loose,303.84
7/14/2024,Meghalaya,Tea Loose,329
7/14/2024,Mizoram,Tea Loose,520
7/14/2024,Odisha,Tea Loose,289
7/14/2024,Puducherry,Tea Loose,298
7/14/2024,Punjab,Tea Loose,281.92
7/14/2024,Rajasthan,Tea Loose,322.33
7/14/2024,Sikkim,Tea Loose,350
7/14/2024,Tamil Nadu,Tea Loose,289.79
7/14/2024,Telangana,Tea Loose,291
7/14/2024,Uttar Pradesh,Tea Loose,238.8
7/14/2024,West Bengal,Tea Loose,259.54
7/15/2024,Andaman and Nicobar,Tea Loose,308.33
7/15/2024,Andhra Pradesh,Tea Loose,293.75
7/15/2024,Arunachal pradesh,Tea Loose,298.5
7/15/2024,Assam,Tea Loose,253.85
7/15/2024,Bihar,Tea Loose,279.31
7/15/2024,Chandigarh,Tea Loose,253
7/15/2024,Chhattisgarh,Tea Loose,268.63
7/15/2024,Delhi,Tea Loose,245
7/15/2024,DNH and DD,Tea Loose,359
7/15/2024,Goa,Tea Loose,329
7/15/2024,Gujarat,Tea Loose,254.5
7/15/2024,Haryana,Tea Loose,241
7/15/2024,Himachal Pradesh,Tea Loose,271.42
7/15/2024,Jammu and Kashmir,Tea Loose,315.86
7/15/2024,Jharkhand,Tea Loose,280.82
7/15/2024,Karnataka,Tea Loose,283.94
7/15/2024,Kerala,Tea Loose,234.77
7/15/2024,Madhya Pradesh,Tea Loose,254.13
7/15/2024,Maharashtra,Tea Loose,303.95
7/15/2024,Manipur,Tea Loose,220
7/15/2024,Meghalaya,Tea Loose,375.6
7/15/2024,Mizoram,Tea Loose,478.56
7/15/2024,Nagaland,Tea Loose,334.38
7/15/2024,Odisha,Tea Loose,280
7/15/2024,Puducherry,Tea Loose,298
7/15/2024,Punjab,Tea Loose,280.87
7/15/2024,Rajasthan,Tea Loose,300.3
7/15/2024,Sikkim,Tea Loose,381.6
7/15/2024,Tamil Nadu,Tea Loose,286.5
7/15/2024,Telangana,Tea Loose,302.7
7/15/2024,Tripura,Tea Loose,207
7/15/2024,Uttar Pradesh,Tea Loose,239.65
7/15/2024,Uttarakhand,Tea Loose,264
7/15/2024,West Bengal,Tea Loose,274.26
7/16/2024,Andaman and Nicobar,Tea Loose,308.33
7/16/2024,Andhra Pradesh,Tea Loose,274.6
7/16/2024,Arunachal pradesh,Tea Loose,298.5
7/16/2024,Assam,Tea Loose,250
7/16/2024,Bihar,Tea Loose,280.24
7/16/2024,Chandigarh,Tea Loose,265
7/16/2024,Chhattisgarh,Tea Loose,252.88
7/16/2024,Delhi,Tea Loose,245
7/16/2024,DNH and DD,Tea Loose,359.33
7/16/2024,Goa,Tea Loose,315
7/16/2024,Gujarat,Tea Loose,254.5
7/16/2024,Haryana,Tea Loose,228.5
7/16/2024,Himachal Pradesh,Tea Loose,271.5
7/16/2024,Jammu and Kashmir,Tea Loose,310.17
7/16/2024,Jharkhand,Tea Loose,278.22
7/16/2024,Karnataka,Tea Loose,283.87
7/16/2024,Madhya Pradesh,Tea Loose,252.79
7/16/2024,Maharashtra,Tea Loose,303.95
7/16/2024,Manipur,Tea Loose,220
7/16/2024,Meghalaya,Tea Loose,375.6
7/16/2024,Mizoram,Tea Loose,478.7
7/16/2024,Nagaland,Tea Loose,323.08
7/16/2024,Odisha,Tea Loose,284.76
7/16/2024,Puducherry,Tea Loose,298
7/16/2024,Punjab,Tea Loose,280.43
7/16/2024,Rajasthan,Tea Loose,303.08
7/16/2024,Sikkim,Tea Loose,376.25
7/16/2024,Tamil Nadu,Tea Loose,290.13
7/16/2024,Telangana,Tea Loose,302.7
7/16/2024,Tripura,Tea Loose,217.75
7/16/2024,Uttar Pradesh,Tea Loose,239.67
7/16/2024,Uttarakhand,Tea Loose,279
7/16/2024,West Bengal,Tea Loose,275.27
7/17/2024,Andaman and Nicobar,Tea Loose,308.33
7/17/2024,Andhra Pradesh,Tea Loose,274.6
7/17/2024,Arunachal pradesh,Tea Loose,285
7/17/2024,Assam,Tea Loose,254.54
7/17/2024,Bihar,Tea Loose,279.65
7/17/2024,Chandigarh,Tea Loose,280
7/17/2024,Chhattisgarh,Tea Loose,263.78
7/17/2024,Delhi,Tea Loose,245
7/17/2024,DNH and DD,Tea Loose,360
7/17/2024,Goa,Tea Loose,315
7/17/2024,Gujarat,Tea Loose,252.43
7/17/2024,Haryana,Tea Loose,228.5
7/17/2024,Himachal Pradesh,Tea Loose,271.5
7/17/2024,Jammu and Kashmir,Tea Loose,310.5
7/17/2024,Jharkhand,Tea Loose,279
7/17/2024,Karnataka,Tea Loose,283.81
7/17/2024,Kerala,Tea Loose,231.36
7/17/2024,Madhya Pradesh,Tea Loose,253.94
7/17/2024,Maharashtra,Tea Loose,304.26
7/17/2024,Manipur,Tea Loose,220
7/17/2024,Meghalaya,Tea Loose,375.4
7/17/2024,Mizoram,Tea Loose,478.7
7/17/2024,Nagaland,Tea Loose,322.36
7/17/2024,Odisha,Tea Loose,284.76
7/17/2024,Puducherry,Tea Loose,298
7/17/2024,Punjab,Tea Loose,283.07
7/17/2024,Rajasthan,Tea Loose,303.08
7/17/2024,Sikkim,Tea Loose,406.6
7/17/2024,Tamil Nadu,Tea Loose,290.13
7/17/2024,Telangana,Tea Loose,302.7
7/17/2024,Tripura,Tea Loose,217.75
7/17/2024,Uttar Pradesh,Tea Loose,239.79
7/17/2024,Uttarakhand,Tea Loose,279
7/17/2024,West Bengal,Tea Loose,275.68
7/18/2024,Andaman and Nicobar,Tea Loose,308.33
7/18/2024,Andhra Pradesh,Tea Loose,278
7/18/2024,Arunachal pradesh,Tea Loose,300
7/18/2024,Assam,Tea Loose,252.54
7/18/2024,Bihar,Tea Loose,275.43
7/18/2024,Chandigarh,Tea Loose,280
7/18/2024,Chhattisgarh,Tea Loose,266
7/18/2024,Delhi,Tea Loose,245
7/18/2024,DNH and DD,Tea Loose,360
7/18/2024,Goa,Tea Loose,320
7/18/2024,Gujarat,Tea Loose,260.75
7/18/2024,Haryana,Tea Loose,228.5
7/18/2024,Himachal Pradesh,Tea Loose,271.17
7/18/2024,Jammu and Kashmir,Tea Loose,311.2
7/18/2024,Jharkhand,Tea Loose,272.56
7/18/2024,Karnataka,Tea Loose,281.65
7/18/2024,Kerala,Tea Loose,231.21
7/18/2024,Madhya Pradesh,Tea Loose,252.68
7/18/2024,Maharashtra,Tea Loose,304.47
7/18/2024,Manipur,Tea Loose,220
7/18/2024,Meghalaya,Tea Loose,375.4
7/18/2024,Mizoram,Tea Loose,478.7
7/18/2024,Nagaland,Tea Loose,322.5
7/18/2024,Odisha,Tea Loose,279.95
7/18/2024,Puducherry,Tea Loose,298
7/18/2024,Punjab,Tea Loose,284.33
7/18/2024,Rajasthan,Tea Loose,300.85
7/18/2024,Sikkim,Tea Loose,395
7/18/2024,Tamil Nadu,Tea Loose,286.65
7/18/2024,Telangana,Tea Loose,302.7
7/18/2024,Tripura,Tea Loose,207
7/18/2024,Uttar Pradesh,Tea Loose,239.83
7/18/2024,Uttarakhand,Tea Loose,279
7/18/2024,West Bengal,Tea Loose,273.61
7/19/2024,Andaman and Nicobar,Tea Loose,320
7/19/2024,Andhra Pradesh,Tea Loose,262.5
7/19/2024,Arunachal pradesh,Tea Loose,285
7/19/2024,Assam,Tea Loose,256.64
7/19/2024,Bihar,Tea Loose,277.82
7/19/2024,Chandigarh,Tea Loose,278
7/19/2024,Chhattisgarh,Tea Loose,270.38
7/19/2024,Delhi,Tea Loose,245
7/19/2024,DNH and DD,Tea Loose,360
7/19/2024,Goa,Tea Loose,315
7/19/2024,Gujarat,Tea Loose,260.63
7/19/2024,Haryana,Tea Loose,228.5
7/19/2024,Himachal Pradesh,Tea Loose,270.58
7/19/2024,Jammu and Kashmir,Tea Loose,310.5
7/19/2024,Jharkhand,Tea Loose,281.18
7/19/2024,Karnataka,Tea Loose,277.64
7/19/2024,Kerala,Tea Loose,230.2
7/19/2024,Madhya Pradesh,Tea Loose,255.04
7/19/2024,Maharashtra,Tea Loose,304.26
7/19/2024,Manipur,Tea Loose,220
7/19/2024,Meghalaya,Tea Loose,375.9
7/19/2024,Mizoram,Tea Loose,474.11
7/19/2024,Nagaland,Tea Loose,323.31
7/19/2024,Odisha,Tea Loose,279.35
7/19/2024,Puducherry,Tea Loose,298
7/19/2024,Punjab,Tea Loose,283.67
7/19/2024,Rajasthan,Tea Loose,297.4
7/19/2024,Sikkim,Tea Loose,415.4
7/19/2024,Tamil Nadu,Tea Loose,281.05
7/19/2024,Telangana,Tea Loose,302.7
7/19/2024,Tripura,Tea Loose,217.75
7/19/2024,Uttar Pradesh,Tea Loose,240.18
7/19/2024,Uttarakhand,Tea Loose,265
7/19/2024,West Bengal,Tea Loose,273.39
7/20/2024,Andaman and Nicobar,Tea Loose,308.33
7/20/2024,Andhra Pradesh,Tea Loose,277.5
7/20/2024,Arunachal pradesh,Tea Loose,285
7/20/2024,Assam,Tea Loose,251.54
7/20/2024,Bihar,Tea Loose,275.67
7/20/2024,Chandigarh,Tea Loose,278
7/20/2024,Chhattisgarh,Tea Loose,255.17
7/20/2024,Delhi,Tea Loose,245
7/20/2024,DNH and DD,Tea Loose,360
7/20/2024,Gujarat,Tea Loose,261
7/20/2024,Haryana,Tea Loose,234.67
7/20/2024,Himachal Pradesh,Tea Loose,270.92
7/20/2024,Jammu and Kashmir,Tea Loose,310.5
7/20/2024,Jharkhand,Tea Loose,280.76
7/20/2024,Karnataka,Tea Loose,279.04
7/20/2024,Kerala,Tea Loose,230.57
7/20/2024,Madhya Pradesh,Tea Loose,253.04
7/20/2024,Maharashtra,Tea Loose,304.26
7/20/2024,Meghalaya,Tea Loose,352.75
7/20/2024,Mizoram,Tea Loose,520
7/20/2024,Nagaland,Tea Loose,320.93
7/20/2024,Odisha,Tea Loose,282.84
7/20/2024,Punjab,Tea Loose,283.87
7/20/2024,Rajasthan,Tea Loose,320.33
7/20/2024,Sikkim,Tea Loose,415.4
7/20/2024,Tamil Nadu,Tea Loose,283
7/20/2024,Telangana,Tea Loose,302.7
7/20/2024,Tripura,Tea Loose,218.25
7/20/2024,Uttar Pradesh,Tea Loose,239.59
7/20/2024,Uttarakhand,Tea Loose,279
7/20/2024,West Bengal,Tea Loose,265.75
7/21/2024,Andhra Pradesh,Tea Loose,284
7/21/2024,Arunachal pradesh,Tea Loose,285
7/21/2024,Assam,Tea Loose,249.69
7/21/2024,Bihar,Tea Loose,290.11
7/21/2024,Chandigarh,Tea Loose,278
7/21/2024,Chhattisgarh,Tea Loose,261.2
7/21/2024,Delhi,Tea Loose,245
7/21/2024,DNH and DD,Tea Loose,360
7/21/2024,Gujarat,Tea Loose,263.33
7/21/2024,Haryana,Tea Loose,234.67
7/21/2024,Himachal Pradesh,Tea Loose,270.92
7/21/2024,Jammu and Kashmir,Tea Loose,302
7/21/2024,Jharkhand,Tea Loose,284.5
7/21/2024,Karnataka,Tea Loose,278.52
7/21/2024,Madhya Pradesh,Tea Loose,249.15
7/21/2024,Maharashtra,Tea Loose,304.11
7/21/2024,Meghalaya,Tea Loose,329
7/21/2024,Mizoram,Tea Loose,520
7/21/2024,Odisha,Tea Loose,277.88
7/21/2024,Puducherry,Tea Loose,298
7/21/2024,Punjab,Tea Loose,284.33
7/21/2024,Rajasthan,Tea Loose,295.63
7/21/2024,Sikkim,Tea Loose,350
7/21/2024,Tamil Nadu,Tea Loose,287.89
7/21/2024,Telangana,Tea Loose,289
7/21/2024,Uttar Pradesh,Tea Loose,237.08
7/21/2024,West Bengal,Tea Loose,259.23
7/22/2024,Andaman and Nicobar,Tea Loose,308.33
7/22/2024,Andhra Pradesh,Tea Loose,293.75
7/22/2024,Arunachal pradesh,Tea Loose,288.5
7/22/2024,Assam,Tea Loose,255.72
7/22/2024,Bihar,Tea Loose,278.62
7/22/2024,Chandigarh,Tea Loose,278
7/22/2024,Chhattisgarh,Tea Loose,265.89
7/22/2024,Delhi,Tea Loose,245
7/22/2024,DNH and DD,Tea Loose,359
7/22/2024,Goa,Tea Loose,320
7/22/2024,Gujarat,Tea Loose,261
7/22/2024,Haryana,Tea Loose,228
7/22/2024,Himachal Pradesh,Tea Loose,270.08
7/22/2024,Jammu and Kashmir,Tea Loose,309.83
7/22/2024,Jharkhand,Tea Loose,277.83
7/22/2024,Karnataka,Tea Loose,278.5
7/22/2024,Kerala,Tea Loose,232.58
7/22/2024,Madhya Pradesh,Tea Loose,251.83
7/22/2024,Maharashtra,Tea Loose,304.37
7/22/2024,Manipur,Tea Loose,220
7/22/2024,Meghalaya,Tea Loose,378.2
7/22/2024,Mizoram,Tea Loose,473.67
7/22/2024,Nagaland,Tea Loose,320.93
7/22/2024,Odisha,Tea Loose,284.79
7/22/2024,Puducherry,Tea Loose,298
7/22/2024,Punjab,Tea Loose,280.4
7/22/2024,Rajasthan,Tea Loose,298.86
7/22/2024,Sikkim,Tea Loose,415.4
7/22/2024,Tamil Nadu,Tea Loose,277.63
7/22/2024,Telangana,Tea Loose,302.7
7/22/2024,Tripura,Tea Loose,217.75
7/22/2024,Uttar Pradesh,Tea Loose,239.69
7/22/2024,Uttarakhand,Tea Loose,279
7/22/2024,West Bengal,Tea Loose,274.96
7/23/2024,Andaman and Nicobar,Tea Loose,308.33
7/23/2024,Andhra Pradesh,Tea Loose,293
7/23/2024,Arunachal pradesh,Tea Loose,290
7/23/2024,Assam,Tea Loose,253.04
7/23/2024,Bihar,Tea Loose,273.65
7/23/2024,Chandigarh,Tea Loose,278
7/23/2024,Chhattisgarh,Tea Loose,256.29
7/23/2024,Delhi,Tea Loose,245
7/23/2024,DNH and DD,Tea Loose,359
7/23/2024,Goa,Tea Loose,329
7/23/2024,Gujarat,Tea Loose,261.86
7/23/2024,Haryana,Tea Loose,228.5
7/23/2024,Himachal Pradesh,Tea Loose,269.92
7/23/2024,Jammu and Kashmir,Tea Loose,307.33
7/23/2024,Jharkhand,Tea Loose,269.12
7/23/2024,Karnataka,Tea Loose,274.52
7/23/2024,Kerala,Tea Loose,232.33
7/23/2024,Madhya Pradesh,Tea Loose,248.13
7/23/2024,Maharashtra,Tea Loose,304.37
7/23/2024,Manipur,Tea Loose,220
7/23/2024,Meghalaya,Tea Loose,378.9
7/23/2024,Mizoram,Tea Loose,473.67
7/23/2024,Nagaland,Tea Loose,327.92
7/23/2024,Odisha,Tea Loose,277.18
7/23/2024,Puducherry,Tea Loose,298
7/23/2024,Punjab,Tea Loose,279.4
7/23/2024,Rajasthan,Tea Loose,296.56
7/23/2024,Sikkim,Tea Loose,415.4
7/23/2024,Tamil Nadu,Tea Loose,277.21
7/23/2024,Telangana,Tea Loose,302.7
7/23/2024,Tripura,Tea Loose,217.75
7/23/2024,Uttar Pradesh,Tea Loose,239.72
7/23/2024,Uttarakhand,Tea Loose,264.75
7/23/2024,West Bengal,Tea Loose,274.05
7/24/2024,Andaman and Nicobar,Tea Loose,308.33
7/24/2024,Andhra Pradesh,Tea Loose,293
7/24/2024,Arunachal pradesh,Tea Loose,310.67
7/24/2024,Assam,Tea Loose,250.52
7/24/2024,Bihar,Tea Loose,272.39
7/24/2024,Chandigarh,Tea Loose,278
7/24/2024,Chhattisgarh,Tea Loose,244.56
7/24/2024,Delhi,Tea Loose,245
7/24/2024,DNH and DD,Tea Loose,359
7/24/2024,Goa,Tea Loose,329
7/24/2024,Gujarat,Tea Loose,260.13
7/24/2024,Haryana,Tea Loose,227.33
7/24/2024,Himachal Pradesh,Tea Loose,269.92
7/24/2024,Jammu and Kashmir,Tea Loose,309
7/24/2024,Jharkhand,Tea Loose,276.29
7/24/2024,Karnataka,Tea Loose,257.44
7/24/2024,Kerala,Tea Loose,236.45
7/24/2024,Madhya Pradesh,Tea Loose,245.58
7/24/2024,Maharashtra,Tea Loose,304.79
7/24/2024,Manipur,Tea Loose,220
7/24/2024,Meghalaya,Tea Loose,378.6
7/24/2024,Mizoram,Tea Loose,480.3
7/24/2024,Nagaland,Tea Loose,319.5
7/24/2024,Odisha,Tea Loose,275.79
7/24/2024,Puducherry,Tea Loose,298
7/24/2024,Punjab,Tea Loose,269.13
7/24/2024,Rajasthan,Tea Loose,298.8
7/24/2024,Sikkim,Tea Loose,415.4
7/24/2024,Tamil Nadu,Tea Loose,287.24
7/24/2024,Telangana,Tea Loose,302.5
7/24/2024,Tripura,Tea Loose,217.75
7/24/2024,Uttar Pradesh,Tea Loose,239.56
7/24/2024,Uttarakhand,Tea Loose,265.5
7/24/2024,West Bengal,Tea Loose,272.87
7/25/2024,Andaman and Nicobar,Tea Loose,308.33
7/25/2024,Andhra Pradesh,Tea Loose,274.4
7/25/2024,Arunachal pradesh,Tea Loose,310.67
7/25/2024,Assam,Tea Loose,252.11
7/25/2024,Bihar,Tea Loose,271.44
7/25/2024,Chandigarh,Tea Loose,278
7/25/2024,Chhattisgarh,Tea Loose,244.56
7/25/2024,Delhi,Tea Loose,245
7/25/2024,DNH and DD,Tea Loose,359
7/25/2024,Goa,Tea Loose,329
7/25/2024,Gujarat,Tea Loose,260.75
7/25/2024,Haryana,Tea Loose,228.5
7/25/2024,Himachal Pradesh,Tea Loose,270
7/25/2024,Jammu and Kashmir,Tea Loose,309.33
7/25/2024,Jharkhand,Tea Loose,277.67
7/25/2024,Karnataka,Tea Loose,254.5
7/25/2024,Kerala,Tea Loose,232.33
7/25/2024,Madhya Pradesh,Tea Loose,245.33
7/25/2024,Maharashtra,Tea Loose,303.78
7/25/2024,Manipur,Tea Loose,220
7/25/2024,Meghalaya,Tea Loose,378.6
7/25/2024,Mizoram,Tea Loose,480.3
7/25/2024,Nagaland,Tea Loose,319.5
7/25/2024,Odisha,Tea Loose,276.86
7/25/2024,Puducherry,Tea Loose,298
7/25/2024,Punjab,Tea Loose,270.2
7/25/2024,Rajasthan,Tea Loose,291.14
7/25/2024,Sikkim,Tea Loose,415.4
7/25/2024,Tamil Nadu,Tea Loose,287.24
7/25/2024,Telangana,Tea Loose,302.7
7/25/2024,Tripura,Tea Loose,217.75
7/25/2024,Uttar Pradesh,Tea Loose,239.58
7/25/2024,Uttarakhand,Tea Loose,279
7/25/2024,West Bengal,Tea Loose,272.22
7/26/2024,Andaman and Nicobar,Tea Loose,308.33
7/26/2024,Andhra Pradesh,Tea Loose,274
7/26/2024,Arunachal pradesh,Tea Loose,309
7/26/2024,Assam,Tea Loose,252.52
7/26/2024,Bihar,Tea Loose,273.89
7/26/2024,Chandigarh,Tea Loose,277
7/26/2024,Chhattisgarh,Tea Loose,247.63
7/26/2024,Delhi,Tea Loose,245
7/26/2024,DNH and DD,Tea Loose,359
7/26/2024,Goa,Tea Loose,329
7/26/2024,Gujarat,Tea Loose,260.75
7/26/2024,Haryana,Tea Loose,228.5
7/26/2024,Himachal Pradesh,Tea Loose,270.17
